carat,cut,color,clarity,depth,table,price,x,y,z,price_capped,volume
0.63,Ideal,E,VVS1,61.1,58.0,3181,5.49,5.54,3.37,3181.0,102.497202
0.92,Ideal,J,SI1,61.7,57.0,3181,6.21,6.26,3.85,3181.0,149.66721
0.95,Premium,G,SI2,59.8,60.0,3181,6.36,6.34,3.8,3181.0,153.22512
0.8,Ideal,I,VVS1,61.7,56.0,3181,5.98,5.92,3.67,3181.0,129.92387200000002
0.73,Very Good,D,VS2,63.5,58.0,3182,5.68,5.72,3.62,3182.0,117.61235199999999
0.73,Ideal,D,VS2,62.1,56.0,3182,5.77,5.8,3.59,3182.0,120.14293999999997
0.73,Ideal,G,VVS2,61.9,56.0,3183,5.74,5.81,3.61,3183.0,120.39133399999999
0.73,Ideal,G,VVS2,62.2,55.0,3183,5.74,5.77,3.58,3183.0,118.568884
0.72,Very Good,E,SI1,63.3,56.0,3183,5.67,5.71,3.6,3183.0,116.55252000000002
1.11,Premium,I,I1,61.8,59.0,3183,6.65,6.58,4.09,3183.0,178.96613000000002
0.85,Ideal,H,SI1,60.8,57.0,3183,6.13,6.18,3.74,3183.0,141.68391599999998
0.76,Ideal,G,VS2,61.5,55.0,3183,5.92,5.88,3.63,3183.0,126.35884799999998
0.7,Premium,D,VS1,60.9,60.0,3183,5.75,5.71,3.49,3183.0,114.58542500000001
0.73,Very Good,E,VS2,62.9,58.0,3184,5.7,5.75,3.6,3184.0,117.99
0.78,Ideal,G,VS2,61.7,55.0,3184,5.94,5.89,3.65,3184.0,127.70109000000001
0.7,Ideal,H,VS1,61.2,55.0,3185,5.71,5.76,3.51,3185.0,115.44249599999999
0.7,Ideal,H,VS1,61.0,56.0,3185,5.75,5.79,3.51,3185.0,116.85667499999998
0.7,Ideal,H,VS1,61.7,57.0,3185,5.66,5.7,3.5,3185.0,112.917
0.79,Ideal,D,SI1,61.2,56.0,3185,6.02,5.95,3.66,3185.0,131.09753999999998
0.72,Premium,G,IF,60.1,58.0,3185,5.89,5.86,3.53,3185.0,121.839362
0.9,Fair,E,SI2,57.5,68.0,3187,6.37,6.33,3.65,3187.0,147.17566499999998
0.96,Premium,J,SI1,62.9,59.0,3187,6.3,6.22,3.94,3187.0,154.39284
0.9,Very Good,E,SI2,63.4,56.0,3187,6.15,5.99,3.85,3187.0,141.828225
1.03,Good,J,SI2,56.2,62.0,3188,6.69,6.73,3.77,3188.0,169.73934900000003
0.9,Very Good,J,VS1,62.5,56.0,3188,6.11,6.21,3.85,3188.0,146.080935
0.75,Good,G,VVS1,58.4,56.0,3188,5.98,6.06,3.52,3188.0,127.560576
0.77,Ideal,E,SI1,61.6,57.0,3189,5.87,5.91,3.63,3189.0,125.93087100000001
0.91,Very Good,G,SI2,60.3,59.0,3189,6.23,6.28,3.77,3189.0,147.498988
0.85,Ideal,E,SI2,62.8,57.0,3189,6.06,6.01,3.79,3189.0,138.03407399999998
0.71,Ideal,H,VS2,61.9,55.0,3189,5.74,5.77,3.56,3189.0,117.906488
0.74,Ideal,E,VS2,59.5,57.0,3189,5.92,5.94,3.53,3189.0,124.131744
0.73,Ideal,D,SI1,61.8,56.0,3189,5.8,5.76,3.57,3189.0,119.26656
0.73,Ideal,D,SI1,61.9,56.0,3189,5.8,5.77,3.58,3189.0,119.80827999999998
1.01,Premium,J,VS2,62.4,60.0,3190,6.45,6.35,3.99,3190.0,163.420425
0.71,Ideal,H,IF,62.0,54.0,3190,5.71,5.75,3.55,3190.0,116.55537500000001
0.89,Premium,G,SI1,61.1,58.0,3190,6.24,6.17,3.79,3190.0,145.91803199999998
0.92,Premium,I,SI1,62.9,60.0,3190,6.18,6.13,3.87,3190.0,146.608758
1.01,Fair,J,VS2,65.8,55.0,3190,6.29,6.24,4.12,3190.0,161.70835200000002
0.7,Ideal,G,VVS2,60.6,56.0,3191,5.69,5.82,3.49,3191.0,115.57414200000004
0.7,Ideal,G,VVS2,60.3,57.0,3191,5.75,5.83,3.49,3191.0,116.993525
0.7,Ideal,F,VVS2,62.0,55.0,3191,5.71,5.67,3.53,3191.0,114.286221
0.71,Ideal,E,VS2,62.1,57.0,3191,5.71,5.75,3.56,3191.0,116.88370000000002
0.71,Ideal,E,VS2,62.0,57.0,3191,5.71,5.74,3.55,3191.0,116.35266999999999
0.8,Ideal,E,VS2,61.4,55.0,3192,5.96,5.99,3.67,3192.0,131.020468
0.71,Ideal,D,VS1,62.2,55.0,3192,5.71,5.74,3.56,3192.0,116.68042399999999
0.75,Ideal,E,VS2,60.2,57.0,3192,5.93,5.9,3.56,3192.0,124.55372000000001
0.71,Very Good,E,VS1,62.1,60.0,3192,5.65,5.71,3.53,3192.0,113.88309500000001
0.71,Very Good,E,VS1,61.5,57.0,3192,5.74,5.77,3.54,3192.0,117.244092
0.81,Ideal,G,SI1,62.2,57.0,3192,5.97,6.02,3.73,3192.0,134.05396199999998
0.76,Ideal,E,VS2,61.5,56.0,3192,5.92,5.89,3.63,3192.0,126.57374399999999
0.91,Good,H,VS2,63.8,59.0,3192,5.99,5.96,3.82,3192.0,136.375528
1.0,Good,H,SI2,62.0,64.0,3192,6.43,6.29,3.94,3192.0,159.352118
0.76,Premium,E,VS2,60.1,59.0,3192,6.01,5.97,3.6,3192.0,129.16692
1.0,Fair,H,SI2,64.4,57.0,3192,6.35,6.29,4.07,3192.0,162.561905
0.81,Premium,G,VS2,61.4,60.0,3193,6.02,5.99,3.69,3193.0,133.06066199999998
0.73,Ideal,F,VVS2,62.2,54.0,3193,5.8,5.75,3.59,3193.0,119.7265
0.9,Good,J,VVS2,57.4,61.0,3193,6.42,6.37,3.67,3193.0,150.086118
0.7,Good,D,VS1,60.4,63.0,3193,5.68,5.74,3.45,3193.0,112.48104000000001
0.81,Premium,G,VS2,62.9,58.0,3193,5.94,5.88,3.72,3193.0,129.929184
0.9,Good,H,SI2,63.6,60.0,3193,6.11,6.06,3.87,3193.0,143.292942
0.54,Premium,D,VVS1,61.4,57.5,3194,5.25,5.28,3.23,3194.0,89.5356
0.83,Very Good,G,VS2,62.7,58.0,3195,5.97,6.03,3.76,3195.0,135.35661599999997
0.73,Ideal,D,SI1,62.4,53.0,3195,5.79,5.82,3.62,3195.0,121.98603600000001
0.71,Ideal,G,VS1,62.3,54.0,3195,5.68,5.72,3.55,3195.0,115.33807999999998
0.8,Ideal,D,SI1,61.7,56.0,3195,5.96,6.0,3.69,3195.0,131.9544
0.83,Good,G,VS2,63.7,60.9,3195,5.84,5.92,3.75,3195.0,129.648
0.91,Very Good,F,SI1,63.5,58.0,3195,6.15,6.1,3.89,3195.0,145.93335000000002
0.91,Very Good,F,SI1,63.3,60.0,3195,6.1,6.06,3.85,3195.0,142.3191
0.6,Ideal,F,VVS2,61.5,57.0,3196,5.42,5.45,3.34,3196.0,98.66026
0.9,Good,I,SI1,63.0,53.0,3196,6.08,6.15,3.85,3196.0,143.9592
0.91,Ideal,F,SI2,61.7,55.0,3196,6.27,6.2,3.85,3196.0,149.6649
0.9,Very Good,J,VS1,62.9,56.0,3197,6.13,6.18,3.87,3197.0,146.608758
0.51,Ideal,E,VVS1,61.3,56.0,3197,5.13,5.21,3.17,3197.0,84.72554099999999
0.77,Very Good,G,VS1,61.1,54.0,3197,5.91,5.94,3.62,3197.0,127.08154800000001
1.01,Fair,F,SI1,66.1,60.0,3197,6.15,6.13,4.06,3197.0,153.05997
0.83,Premium,F,SI1,62.0,59.0,3198,6.04,5.99,3.73,3198.0,134.949908
0.73,Ideal,E,VS2,62.2,59.0,3198,5.74,5.77,3.58,3198.0,118.568884
0.71,Ideal,E,VS1,61.4,59.0,3198,5.71,5.75,3.52,3198.0,115.5704
0.71,Ideal,E,VS1,62.3,56.0,3198,5.66,5.7,3.54,3198.0,114.20748
0.83,Ideal,F,SI1,62.1,55.0,3198,6.05,6.0,3.74,3198.0,135.762
0.7,Premium,E,VS2,61.0,59.0,3199,5.74,5.7,3.49,3199.0,114.18582000000002
1.0,Fair,J,SI2,56.3,64.0,3199,6.58,6.54,3.69,3199.0,158.792508
0.71,Ideal,F,VS1,62.6,57.0,3199,5.7,5.73,3.58,3199.0,116.92638000000001
0.71,Ideal,F,VS1,61.1,56.0,3199,5.71,5.74,3.5,3199.0,114.7139
1.02,Very Good,E,I1,60.6,63.0,3199,6.52,6.46,3.93,3199.0,165.528456
0.7,Ideal,F,VS1,62.4,56.0,3199,5.67,5.65,3.53,3199.0,113.085315
0.7,Ideal,D,SI1,61.7,57.0,3199,5.76,5.73,3.54,3199.0,116.83699200000001
1.02,Premium,H,I1,62.5,60.0,3199,6.41,6.39,4.0,3199.0,163.8396
0.73,Very Good,F,VS1,62.0,57.0,3200,5.73,5.75,3.56,3200.0,117.29310000000002
0.74,Ideal,F,VS2,62.1,56.0,3200,5.83,5.79,3.61,3200.0,121.85807699999998
0.9,Ideal,E,SI2,62.6,56.0,3200,6.15,6.06,3.82,3200.0,142.36757999999998
0.9,Good,H,SI1,63.8,57.0,3201,6.07,6.13,3.89,3201.0,144.743399
0.7,Ideal,E,VS2,60.5,59.0,3201,5.72,5.75,3.47,3201.0,114.12830000000001
0.7,Ideal,E,VS2,61.1,59.0,3201,5.67,5.73,3.48,3201.0,113.062068
0.73,Ideal,E,VS2,62.4,57.0,3201,5.75,5.79,3.6,3201.0,119.853
0.84,Ideal,I,VS1,61.4,57.0,3201,6.03,6.09,3.72,3201.0,136.60844400000002
0.76,Ideal,F,VS2,61.0,55.0,3201,5.92,5.89,3.6,3201.0,125.52768
0.71,Very Good,D,VS2,59.7,55.0,3203,5.85,5.88,3.5,3203.0,120.39299999999999
1.04,Good,H,I1,63.9,58.0,3203,6.35,6.42,4.08,3203.0,166.32935999999998
1.04,Very Good,H,I1,61.6,61.0,3203,6.45,6.47,3.98,3203.0,166.09136999999998
0.7,Very Good,F,VVS1,63.3,62.0,3204,5.67,5.57,3.56,3204.0,112.43156400000001
0.7,Premium,F,VVS1,63.0,60.0,3204,5.62,5.59,3.53,3204.0,110.897774
1.02,Ideal,G,SI2,62.3,56.0,3204,6.39,6.35,3.97,3204.0,161.088705
1.04,Good,J,SI2,63.8,56.0,3204,6.36,6.32,4.05,3204.0,162.79056000000003
0.7,Very Good,F,VVS2,60.5,60.0,3205,5.7,5.73,3.46,3205.0,113.00706000000001
1.11,Premium,H,I1,61.0,59.0,3205,6.61,6.67,4.05,3205.0,178.559235
0.7,Ideal,G,VVS2,60.8,56.0,3205,5.75,5.79,3.51,3205.0,116.85667499999998
0.7,Ideal,G,VVS2,61.0,56.0,3205,5.74,5.77,3.51,3205.0,116.25049799999998
0.71,Fair,F,IF,58.7,62.0,3205,5.87,5.81,3.43,3205.0,116.979121
0.9,Premium,D,SI2,62.7,59.0,3205,6.2,6.14,3.87,3205.0,147.32316
0.9,Fair,D,SI2,65.9,59.0,3205,6.0,5.95,3.94,3205.0,140.65800000000002
0.9,Fair,D,SI2,66.0,58.0,3205,6.0,5.97,3.95,3205.0,141.489
0.9,Fair,D,SI2,64.7,54.0,3205,6.1,6.04,3.93,3205.0,144.79692
0.9,Fair,D,SI2,65.7,60.0,3205,5.98,5.93,3.91,3205.0,138.654074
0.9,Fair,D,SI2,64.7,59.0,3205,6.09,5.99,3.91,3205.0,142.633281
0.9,Premium,D,SI2,59.0,61.0,3205,6.32,6.28,3.72,3205.0,147.64531200000002
0.72,Premium,D,VS2,60.6,57.0,3205,5.82,5.79,3.52,3205.0,118.616256
0.75,Premium,E,VS2,61.8,58.0,3206,5.83,5.85,3.61,3206.0,123.12085499999999
0.75,Ideal,E,VS2,61.7,56.0,3206,5.84,5.86,3.61,3206.0,123.542864
0.75,Very Good,E,VS2,62.8,55.0,3206,5.77,5.79,3.63,3206.0,121.27212899999999
0.58,Ideal,D,VVS1,60.6,57.0,3206,5.38,5.41,3.27,3206.0,95.175966
0.7,Ideal,G,VS1,61.2,56.0,3206,5.71,5.75,3.5,3206.0,114.91375000000001
0.7,Ideal,G,VS1,61.4,55.0,3206,5.71,5.76,3.53,3206.0,116.10028799999999
0.7,Good,F,VVS1,59.9,62.0,3206,5.69,5.74,3.42,3206.0,111.699252
0.83,Very Good,F,SI1,63.0,55.0,3207,5.95,5.96,3.75,3207.0,132.98250000000002
0.83,Ideal,D,SI2,62.1,56.0,3207,6.0,6.04,3.74,3207.0,135.53760000000003
1.01,Ideal,J,SI1,62.1,54.0,3207,6.48,6.4,4.0,3207.0,165.88800000000003
0.77,Very Good,H,VVS2,61.1,56.0,3208,5.89,5.92,3.61,3208.0,125.876368
0.7,Very Good,G,VVS1,62.4,59.0,3208,5.63,5.66,3.52,3208.0,112.167616
0.7,Very Good,D,VS1,60.1,60.0,3208,5.73,5.76,3.45,3208.0,113.86656000000002
0.9,Very Good,H,SI2,61.5,59.0,3208,6.15,6.2,3.8,3208.0,144.894
0.93,Very Good,J,VS2,63.3,61.0,3208,6.19,6.14,3.9,3208.0,148.22574
0.8,Very Good,H,VS1,61.7,62.0,3209,5.89,5.94,3.65,3209.0,127.70109000000001
0.9,Very Good,I,VS2,62.5,57.0,3209,6.12,6.2,3.85,3209.0,146.08440000000002
0.73,Ideal,G,VS1,60.8,56.4,3209,5.81,5.86,3.55,3209.0,120.86542999999999
0.79,Ideal,D,SI1,61.1,57.0,3209,5.94,6.0,3.65,3209.0,130.086
0.8,Ideal,D,SI2,61.9,54.0,3210,5.95,6.0,3.7,3210.0,132.09
0.7,Premium,D,VVS2,61.5,60.0,3210,5.71,5.64,3.49,3210.0,112.39335600000001
0.71,Ideal,G,VVS1,62.6,56.0,3210,5.65,5.69,3.55,3210.0,114.12717500000001
0.79,Ideal,F,SI1,60.8,55.0,3210,5.98,6.05,3.66,3210.0,132.41514
0.9,Premium,F,SI2,62.6,62.0,3210,6.06,6.01,3.78,3210.0,137.66986799999998
0.9,Good,F,SI2,64.3,57.0,3210,6.16,6.06,3.93,3210.0,146.705328
0.9,Premium,F,SI2,61.9,62.0,3210,6.12,6.07,3.77,3210.0,140.04946800000002
0.91,Good,J,VS1,64.2,60.0,3210,6.01,5.95,3.84,3210.0,137.31648
0.91,Fair,F,SI2,64.9,56.0,3210,6.08,6.05,3.94,3210.0,144.92896
0.9,Very Good,I,SI1,63.1,54.0,3211,6.13,6.16,3.88,3211.0,146.51190400000002
0.73,Premium,F,VS1,60.7,61.0,3211,5.79,5.75,3.5,3211.0,116.52374999999999
0.73,Ideal,F,VS1,62.6,56.0,3211,5.73,5.71,3.58,3211.0,117.131514
0.77,Premium,F,VS1,59.5,58.0,3211,5.96,5.94,3.54,3211.0,125.324496
0.82,Premium,E,SI1,61.2,61.0,3211,5.98,5.95,3.65,3211.0,129.87065
0.61,Ideal,E,VVS1,59.9,61.0,3212,5.5,5.55,3.31,3212.0,101.03775
0.71,Ideal,D,VS2,62.7,57.0,3212,5.7,5.75,3.59,3212.0,117.66224999999999
0.71,Ideal,E,VS1,61.9,54.0,3212,5.74,5.76,3.56,3212.0,117.70214399999999
0.71,Ideal,E,VS1,62.3,54.0,3212,5.69,5.73,3.56,3212.0,116.06917200000001
0.76,Ideal,G,SI1,61.2,57.0,3212,5.85,5.9,3.59,3212.0,123.90885
0.81,Premium,E,SI1,60.8,59.0,3213,5.99,5.95,3.63,3213.0,129.37501500000002
0.78,Ideal,D,SI1,61.1,57.0,3214,5.95,5.97,3.64,3214.0,129.29826
0.7,Premium,D,VS1,62.9,59.0,3214,5.72,5.66,3.58,3214.0,115.903216
0.95,Good,D,SI2,56.5,61.0,3214,6.53,6.5,3.68,3214.0,156.1976
0.92,Ideal,J,VS2,61.1,57.0,3215,6.31,6.22,3.83,3215.0,150.320606
0.96,Fair,I,VS2,56.1,60.0,3215,6.62,6.58,3.7,3215.0,161.17052
0.96,Premium,G,SI2,62.7,60.0,3215,6.29,6.11,3.89,3215.0,149.500091
1.1,Premium,J,SI2,60.0,58.0,3216,6.77,6.66,4.03,3216.0,181.70544600000002
1.1,Ideal,I,SI2,61.7,56.0,3216,6.65,6.6,4.09,3216.0,179.5101
0.71,Very Good,E,VS2,60.7,58.0,3217,5.73,5.81,3.5,3217.0,116.51955
0.71,Premium,D,VS2,59.2,59.0,3217,5.8,5.86,3.45,3217.0,117.2586
0.71,Ideal,D,VS2,62.5,55.0,3217,5.71,5.74,3.58,3217.0,117.335932
0.71,Very Good,D,VS2,62.4,59.0,3217,5.68,5.73,3.56,3217.0,115.865184
1.0,Very Good,I,SI2,62.4,63.0,3217,6.35,6.44,3.99,3217.0,163.16706
0.9,Very Good,F,SI2,62.8,54.0,3217,6.05,6.15,3.83,3217.0,142.504725
0.64,Ideal,F,VVS2,60.9,56.0,3217,5.57,5.59,3.4,3217.0,105.86342
0.71,Ideal,E,VS2,60.3,56.0,3217,5.8,5.84,3.51,3217.0,118.89071999999999
0.77,Premium,F,VS2,62.1,59.0,3218,5.85,5.87,3.64,3218.0,124.99578000000001
0.52,Ideal,D,VVS1,62.0,57.0,3218,5.15,5.17,3.2,3218.0,85.20160000000001
0.71,Very Good,F,VS1,60.6,60.0,3218,5.68,5.73,3.46,3218.0,112.61054399999999
0.9,Good,E,SI2,62.0,63.0,3218,6.09,6.14,3.79,3218.0,141.717954
0.77,Ideal,E,SI1,61.6,57.0,3218,5.91,5.87,3.63,3218.0,125.93087100000001
1.18,Very Good,E,I1,59.9,63.0,3219,6.8,6.85,4.09,3219.0,190.51219999999998
0.72,Very Good,F,VS1,63.3,57.0,3219,5.68,5.75,3.62,3219.0,118.22919999999999
0.72,Very Good,F,VS1,62.8,58.0,3219,5.7,5.73,3.59,3219.0,117.25299
0.72,Very Good,F,VS1,63.3,58.0,3219,5.66,5.71,3.6,3219.0,116.34696000000001
0.72,Ideal,D,VS2,62.7,56.0,3219,5.71,5.78,3.6,3219.0,118.81367999999999
0.72,Ideal,D,VS2,62.7,56.0,3219,5.65,5.71,3.56,3219.0,114.85094000000002
0.9,Very Good,I,SI1,62.6,58.0,3220,6.08,6.15,3.83,3220.0,143.21136
0.9,Very Good,I,SI1,60.5,58.0,3220,6.22,6.27,3.78,3220.0,147.41773199999997
0.75,Very Good,F,VS1,60.9,59.0,3220,5.83,5.87,3.56,3220.0,121.830676
0.73,Ideal,H,VVS1,62.1,56.0,3220,5.75,5.8,3.59,3220.0,119.7265
1.15,Premium,H,SI2,60.4,58.0,3220,6.8,6.75,4.09,3220.0,187.731
0.71,Very Good,D,VS2,63.1,58.0,3222,5.67,5.7,3.59,3222.0,116.02521
0.71,Ideal,D,VS2,61.4,57.0,3222,5.73,5.77,3.53,3222.0,116.70921299999999
0.51,Ideal,D,VVS2,61.3,56.0,3223,5.14,5.15,3.16,3223.0,83.64836000000001
0.72,Ideal,E,VS2,61.3,57.0,3223,5.76,5.79,3.54,3223.0,118.060416
0.82,Premium,I,IF,61.2,60.0,3224,6.03,5.99,3.68,3224.0,132.920496
1.01,Premium,H,SI1,62.9,58.0,3224,6.38,6.34,4.0,3224.0,161.7968
0.9,Very Good,J,SI1,63.6,57.0,3225,6.07,6.1,3.87,3225.0,143.29449
0.68,Good,G,VVS1,61.9,55.0,3225,5.63,5.68,3.5,3225.0,111.92439999999999
0.9,Premium,G,SI2,61.3,55.0,3226,6.18,6.12,3.77,3226.0,142.58743199999998
0.74,Very Good,F,VS1,61.7,57.0,3226,5.79,5.85,3.59,3226.0,121.59868499999999
0.74,Ideal,F,VS1,62.3,56.0,3226,5.76,5.79,3.6,3226.0,120.06144
0.73,Very Good,E,VS1,62.3,58.0,3226,5.72,5.74,3.57,3226.0,117.213096
0.8,Premium,D,SI1,59.4,55.0,3226,6.06,6.02,3.59,3226.0,130.96750799999998
0.9,Good,G,SI1,57.7,62.0,3226,6.29,6.23,3.61,3226.0,141.463987
0.9,Fair,H,VS2,65.5,57.0,3226,6.05,6.01,3.95,3226.0,143.62397499999997
0.72,Ideal,F,VS2,61.1,56.0,3226,5.92,5.8,3.55,3226.0,121.8928
0.51,Ideal,E,VVS1,61.3,56.0,3226,5.21,5.13,3.17,3226.0,84.72554099999999
0.86,Very Good,H,SI1,59.7,59.0,3228,6.14,6.23,3.69,3228.0,141.150618
0.65,Ideal,D,VVS2,61.4,60.0,3228,5.54,5.57,3.41,3228.0,105.225098
0.74,Premium,E,VS2,62.7,58.0,3228,5.77,5.72,3.6,3228.0,118.81584
0.72,Very Good,F,VS1,62.2,57.0,3229,5.7,5.74,3.56,3229.0,116.47608000000001
0.7,Premium,D,VS1,61.6,60.0,3229,5.63,5.6,3.46,3229.0,109.08688
0.7,Ideal,D,VS1,62.9,57.0,3229,5.67,5.61,3.55,3229.0,112.920885
0.71,Ideal,H,VS1,61.8,55.0,3229,5.72,5.77,3.55,3229.0,117.16561999999999
0.71,Ideal,H,VS1,61.7,55.0,3229,5.73,5.75,3.54,3229.0,116.63415000000002
0.71,Ideal,H,VS1,60.8,57.0,3229,5.74,5.79,3.51,3229.0,116.65344599999999
0.71,Ideal,H,VS1,61.4,56.0,3229,5.74,5.78,3.54,3229.0,117.447288
0.96,Premium,I,SI2,62.7,58.0,3229,6.24,6.2,3.9,3229.0,150.88320000000002
0.91,Good,H,SI1,63.7,60.0,3229,6.16,6.09,3.9,3229.0,146.30616
0.79,Premium,E,VS2,59.4,60.0,3230,6.08,6.05,3.6,3230.0,132.4224
1.03,Ideal,H,I1,61.5,57.0,3230,6.52,6.48,4.0,3230.0,168.9984
0.81,Premium,F,SI1,61.0,59.0,3230,6.01,5.99,3.66,3230.0,131.759634
0.75,Good,E,VS1,63.1,55.0,3231,5.8,5.83,3.67,3231.0,124.09738
0.81,Ideal,E,VS2,60.4,57.0,3231,6.02,6.06,3.65,3231.0,133.15637999999998
0.9,Very Good,J,VS1,62.3,56.0,3231,6.19,6.23,3.87,3231.0,149.241519
0.7,Very Good,D,VS1,62.9,60.0,3231,5.57,5.62,3.52,3231.0,110.18796800000001
0.83,Ideal,E,SI1,62.7,57.0,3231,5.96,6.01,3.75,3231.0,134.3235
0.59,Very Good,D,VVS1,61.8,57.0,3234,5.37,5.41,3.33,3234.0,96.74216100000001
1.0,Good,J,SI2,62.7,58.0,3234,6.28,6.32,3.95,3234.0,156.77392000000003
0.71,Ideal,H,IF,62.2,57.0,3234,5.7,5.74,3.56,3234.0,116.47608000000001
1.05,Very Good,E,I1,62.2,61.0,3234,6.48,6.51,4.04,3234.0,170.426592
0.7,Ideal,G,VVS2,59.9,58.0,3234,5.78,5.8,3.47,3234.0,116.32828
0.71,Ideal,D,VS2,61.4,56.0,3234,5.74,5.79,3.54,3234.0,117.650484
0.7,Very Good,F,VVS2,58.7,63.0,3234,5.82,5.79,3.41,3234.0,114.90949800000001
1.05,Ideal,H,SI2,60.6,57.0,3234,6.59,6.55,3.98,3234.0,171.79470999999998
0.7,Premium,G,VVS1,62.8,58.0,3234,5.68,5.62,3.55,3234.0,113.32167999999999
0.77,Premium,E,VS2,60.5,59.0,3234,5.98,5.92,3.6,3234.0,127.44576
0.7,Very Good,G,VVS2,60.0,60.0,3235,5.78,5.85,3.49,3235.0,118.00737000000001
0.8,Very Good,H,VS2,63.1,57.0,3235,5.87,5.92,3.72,3235.0,129.271488
0.73,Ideal,E,VS1,62.5,57.0,3235,5.73,5.76,3.59,3235.0,118.487232
0.7,Very Good,E,VS1,61.9,61.0,3235,5.59,5.65,3.48,3235.0,109.91058
0.7,Ideal,H,VVS2,62.2,55.0,3235,5.71,5.76,3.57,3235.0,117.415872
0.72,Ideal,E,VS2,62.1,57.0,3235,5.73,5.76,3.57,3235.0,117.82713600000001
0.72,Ideal,D,VS2,60.9,55.0,3236,5.77,5.89,3.55,3236.0,120.64781499999998
0.95,Premium,I,SI2,62.5,58.0,3237,6.3,6.24,3.92,3237.0,154.10304
0.85,Premium,G,VS2,61.0,58.0,3237,6.11,6.08,3.72,3237.0,138.19353600000002
0.89,Very Good,I,VS2,63.1,55.0,3238,6.09,6.17,3.87,3238.0,145.416411
0.72,Very Good,F,VS2,61.6,58.0,3238,5.75,5.78,3.55,3238.0,117.98424999999999
0.76,Very Good,F,VS2,62.5,58.0,3238,5.79,5.83,3.63,3238.0,122.53319099999999
0.91,Very Good,G,SI2,62.0,59.0,3238,6.19,6.22,3.85,3238.0,148.23193
0.7,Ideal,E,VVS2,62.8,56.0,3238,5.68,5.6,3.54,3238.0,112.60031999999998
0.71,Ideal,E,VS1,60.4,56.0,3238,5.8,5.85,3.52,3238.0,119.4336
0.71,Ideal,E,VS1,62.7,57.0,3238,5.66,5.69,3.56,3238.0,114.65122400000001
0.7,Good,D,VS1,57.8,60.0,3239,5.85,5.87,3.39,3239.0,116.41090500000001
0.7,Premium,D,VS1,60.6,58.0,3239,5.73,5.75,3.48,3239.0,114.65730000000002
0.7,Very Good,D,VS1,61.5,55.0,3239,5.7,5.74,3.52,3239.0,115.16736000000002
0.73,Ideal,I,VVS1,61.8,57.0,3239,5.75,5.77,3.56,3239.0,118.11189999999998
0.9,Very Good,E,SI2,63.2,61.0,3239,6.06,5.99,3.81,3239.0,138.300714
0.77,Very Good,G,VS1,62.3,58.0,3240,5.82,5.86,3.64,3240.0,124.14292800000001
0.77,Very Good,D,SI1,59.9,59.0,3241,5.9,5.95,3.55,3241.0,124.62275000000001
0.79,Ideal,D,SI1,61.2,56.0,3242,5.95,6.02,3.66,3242.0,131.09753999999998
0.72,Ideal,F,SI1,60.2,57.0,3242,5.83,5.86,3.52,3242.0,120.25657600000001
0.9,Very Good,H,SI1,63.2,61.0,3242,6.12,6.03,3.84,3242.0,141.709824
0.77,Very Good,G,VS1,60.9,55.0,3243,5.9,5.96,3.61,3243.0,126.94204
0.81,Very Good,E,SI1,61.9,58.0,3243,5.92,5.97,3.68,3243.0,130.060032
0.68,Ideal,E,VS1,61.3,55.0,3243,5.67,5.71,3.49,3243.0,112.99119300000001
0.71,Ideal,D,VS2,63.0,56.0,3245,5.69,5.65,3.58,3245.0,115.09163000000002
0.9,Good,G,SI2,64.1,56.0,3246,6.12,6.08,3.91,3246.0,145.48953600000002
0.74,Ideal,F,VS2,60.8,57.0,3246,5.85,5.87,3.56,3246.0,122.24862
0.84,Ideal,D,SI2,61.8,56.0,3246,6.04,6.06,3.74,3246.0,136.892976
0.9,Good,I,VS2,63.7,61.0,3246,6.1,6.06,3.87,3246.0,143.05841999999998
0.9,Premium,G,SI2,62.1,58.0,3246,6.13,6.08,3.79,3246.0,141.254816
0.9,Good,I,VS2,63.8,55.0,3246,6.16,6.07,3.9,3246.0,145.82568
0.9,Good,G,SI2,63.8,59.0,3246,6.05,6.02,3.85,3246.0,140.22085
0.9,Very Good,G,SI2,63.4,59.0,3246,6.08,6.04,3.84,3246.0,141.017088
0.9,Good,G,SI2,63.8,56.0,3246,6.16,6.13,3.92,3246.0,148.02233600000002
0.9,Premium,G,SI2,61.1,58.0,3246,6.22,6.18,3.79,3246.0,145.686084
1.03,Fair,J,SI2,56.2,62.0,3246,6.73,6.69,3.77,3246.0,169.73934900000003
0.9,Fair,I,VS2,65.4,60.0,3246,6.03,5.96,3.93,3246.0,141.239484
0.31,Ideal,G,VS2,62.2,54.0,562,4.38,4.4,2.73,562.0,52.61256
0.31,Ideal,G,VS2,62.2,54.0,562,4.34,4.38,2.71,562.0,51.514932
0.31,Ideal,G,VS2,60.8,56.0,562,4.38,4.4,2.67,562.0,51.45624
0.31,Ideal,G,VS2,61.1,57.0,562,4.37,4.4,2.68,562.0,51.531040000000004
0.31,Ideal,G,VS2,62.2,53.0,562,4.37,4.38,2.72,562.0,52.062432
0.31,Ideal,H,VS1,62.0,53.0,562,4.34,4.37,2.7,562.0,51.207660000000004
0.31,Ideal,H,VS1,61.3,55.0,562,4.36,4.38,2.68,562.0,51.179424000000004
0.39,Very Good,H,SI2,62.4,59.0,562,4.58,4.65,2.88,562.0,61.33536
